name,ticker,image_link
Bank of Communications,601328.SS,https://companiesmarketcap.com/img/company-logos/64/601328.SS.webp
BASF,BAS.DE,https://companiesmarketcap.com/img/company-logos/64/BAS.DE.webp
Vmware,VMW,https://companiesmarketcap.com/img/company-logos/64/VMW.webp
EDF (Electricité de France),EDF.PA,https://companiesmarketcap.com/img/company-logos/64/EDF.PA.webp
Munich RE (Münchener Rück),MUV2.DE,https://companiesmarketcap.com/img/company-logos/64/MUV2.DE.webp
Emerson,EMR,https://companiesmarketcap.com/img/company-logos/64/EMR.webp
Takeda Pharmaceutical,TAK,https://companiesmarketcap.com/img/company-logos/64/TAK.webp
Ferrari,RACE,https://companiesmarketcap.com/img/company-logos/64/RACE.webp
Sempra Energy,SRE,https://companiesmarketcap.com/img/company-logos/64/SRE.webp
Hapag-Lloyd,HLAG.DE,https://companiesmarketcap.com/img/company-logos/64/HLAG.DE.webp
Kraft Heinz,KHC,https://companiesmarketcap.com/img/company-logos/64/KHC.webp
The Hershey Company,HSY,https://companiesmarketcap.com/img/company-logos/64/HSY.webp
Dominion Energy,D,https://companiesmarketcap.com/img/company-logos/64/D.webp
NXP Semiconductors,NXPI,https://companiesmarketcap.com/img/company-logos/64/NXPI.webp
Woodside Energy,WDS,https://companiesmarketcap.com/img/company-logos/64/WDS.webp
Saudi Telecom Company,7010.SR,https://companiesmarketcap.com/img/company-logos/64/7010.SR.webp
Workday,WDAY,https://companiesmarketcap.com/img/company-logos/64/WDAY.webp
Autodesk,ADSK,https://companiesmarketcap.com/img/company-logos/64/ADSK.webp
Bank Rakyat Indonesia,BBRI.JK,https://companiesmarketcap.com/img/company-logos/64/BBRI.JK.webp
Amphenol,APH,https://companiesmarketcap.com/img/company-logos/64/APH.webp
Edwards Lifesciences,EW,https://companiesmarketcap.com/img/company-logos/64/EW.webp
Fortescue,FMG.AX,https://companiesmarketcap.com/img/company-logos/64/FMG.AX.webp
Mitsui Bussan,8031.T,https://companiesmarketcap.com/img/company-logos/64/8031.T.webp
AutoZone,AZO,https://companiesmarketcap.com/img/company-logos/64/AZO.webp
Nintendo,7974.T,https://companiesmarketcap.com/img/company-logos/64/7974.T.webp
Itōchū Shōji,8001.T,https://companiesmarketcap.com/img/company-logos/64/8001.T.webp
Bajaj Finance,BAJFINANCE.NS,https://companiesmarketcap.com/img/company-logos/64/BAJFINANCE.NS.webp
Life Insurance Corporation of India (LIC),LICI.NS,https://companiesmarketcap.com/img/company-logos/64/LICI.NS.webp
Alimentation Couche-Tard,ATD.TO,https://companiesmarketcap.com/img/company-logos/64/ATD.TO.webp
Simon Property Group,SPG,https://companiesmarketcap.com/img/company-logos/64/SPG.webp
Fortinet,FTNT,https://companiesmarketcap.com/img/company-logos/64/FTNT.webp
Rational AG,RAA.F,https://companiesmarketcap.com/img/company-logos/64/RAA.F.webp
National Grid,NGG,https://companiesmarketcap.com/img/company-logos/64/NGG.webp
Wanhua Chemical,600309.SS,https://companiesmarketcap.com/img/company-logos/64/600309.SS.webp
American Electric Power,AEP,https://companiesmarketcap.com/img/company-logos/64/AEP.webp
Foxconn (Hon Hai Precision Industry),2317.TW,https://companiesmarketcap.com/img/company-logos/64/2317.TW.webp
DexCom,DXCM,https://companiesmarketcap.com/img/company-logos/64/DXCM.webp
Suncor Energy,SU,https://companiesmarketcap.com/img/company-logos/64/SU.webp
Microchip Technology,MCHP,https://companiesmarketcap.com/img/company-logos/64/MCHP.webp
Samsung Biologics,207940.KS,https://companiesmarketcap.com/img/company-logos/64/207940.KS.webp
Adyen,ADYEN.AS,https://companiesmarketcap.com/img/company-logos/64/ADYEN.AS.webp
Universal Music Group,UMG.AS,https://companiesmarketcap.com/img/company-logos/64/UMG.AS.webp
American International Group,AIG,https://companiesmarketcap.com/img/company-logos/64/AIG.webp
Block,SQ,https://companiesmarketcap.com/img/company-logos/64/SQ.webp
Chugai Pharmaceutical,4519.T,https://companiesmarketcap.com/img/company-logos/64/4519.T.webp
Maaden,1211.SR,https://companiesmarketcap.com/img/company-logos/64/1211.SR.webp
Agilent Technologies,A,https://companiesmarketcap.com/img/company-logos/64/A.webp
Roper Technologies,ROP,https://companiesmarketcap.com/img/company-logos/64/ROP.webp
Cintas,CTAS,https://companiesmarketcap.com/img/company-logos/64/CTAS.webp
STMicroelectronics,STM,https://companiesmarketcap.com/img/company-logos/64/STM.webp
Motorola Solutions,MSI,https://companiesmarketcap.com/img/company-logos/64/MSI.webp
Hess,HES,https://companiesmarketcap.com/img/company-logos/64/HES.webp
General Mills,GIS,https://companiesmarketcap.com/img/company-logos/64/GIS.webp
Parker-Hannifin,PH,https://companiesmarketcap.com/img/company-logos/64/PH.webp
Johnson Controls,JCI,https://companiesmarketcap.com/img/company-logos/64/JCI.webp
Atlassian,TEAM,https://companiesmarketcap.com/img/company-logos/64/TEAM.webp
MSCI,MSCI,https://companiesmarketcap.com/img/company-logos/64/MSCI.webp
Zijin Mining,601899.SS,https://companiesmarketcap.com/img/company-logos/64/601899.SS.webp
Archer Daniels Midland (ADM),ADM,https://companiesmarketcap.com/img/company-logos/64/ADM.webp
Capital One,COF,https://companiesmarketcap.com/img/company-logos/64/COF.webp
Chipotle Mexican Grill,CMG,https://companiesmarketcap.com/img/company-logos/64/CMG.webp
Corteva,CTVA,https://companiesmarketcap.com/img/company-logos/64/CTVA.webp
Realty Income,O,https://companiesmarketcap.com/img/company-logos/64/O.webp
Banco Bilbao Vizcaya Argentaria,BBVA,https://companiesmarketcap.com/img/company-logos/64/BBVA.webp
Nordea Bank,NDA-FI.HE,https://companiesmarketcap.com/img/company-logos/64/NDA-FI.HE.webp
OCBC Bank,O39.SI,https://companiesmarketcap.com/img/company-logos/64/O39.SI.webp
Lloyds Banking Group,LYG,https://companiesmarketcap.com/img/company-logos/64/LYG.webp
Las Vegas Sands,LVS,https://companiesmarketcap.com/img/company-logos/64/LVS.webp
Kimberly-Clark,KMB,https://companiesmarketcap.com/img/company-logos/64/KMB.webp
Prudential,PUK,https://companiesmarketcap.com/img/company-logos/64/PUK.webp
CITIC Securities,600030.SS,https://companiesmarketcap.com/img/company-logos/64/600030.SS.webp
Aflac,AFL,https://companiesmarketcap.com/img/company-logos/64/AFL.webp
Lonza,LONN.SW,https://companiesmarketcap.com/img/company-logos/64/LONN.SW.webp
The Travelers Companies,TRV,https://companiesmarketcap.com/img/company-logos/64/TRV.webp
Kotak Mahindra Bank,KOTAKBANK.NS,https://companiesmarketcap.com/img/company-logos/64/KOTAKBANK.NS.webp
East Money Information,300059.SZ,https://companiesmarketcap.com/img/company-logos/64/300059.SZ.webp
IQVIA,IQV,https://companiesmarketcap.com/img/company-logos/64/IQV.webp
Trane Technologies,TT,https://companiesmarketcap.com/img/company-logos/64/TT.webp
Jiangsu Hengrui Medicine,600276.SS,https://companiesmarketcap.com/img/company-logos/64/600276.SS.webp
Honda,HMC,https://companiesmarketcap.com/img/company-logos/64/HMC.webp
Apollo Global Management,APO,https://companiesmarketcap.com/img/company-logos/64/APO.webp
Sika,SIKA.SW,https://companiesmarketcap.com/img/company-logos/64/SIKA.SW.webp
Dow,DOW,https://companiesmarketcap.com/img/company-logos/64/DOW.webp
Nucor,NUE,https://companiesmarketcap.com/img/company-logos/64/NUE.webp
Denso,6902.T,https://companiesmarketcap.com/img/company-logos/64/6902.T.webp
CIBC,CM,https://companiesmarketcap.com/img/company-logos/64/CM.webp
Constellation Brands,STZ,https://companiesmarketcap.com/img/company-logos/64/STZ.webp
Ecolab,ECL,https://companiesmarketcap.com/img/company-logos/64/ECL.webp
Tokio Marine,8766.T,https://companiesmarketcap.com/img/company-logos/64/8766.T.webp
Bank of New York Mellon,BK,https://companiesmarketcap.com/img/company-logos/64/BK.webp
TE Connectivity,TEL,https://companiesmarketcap.com/img/company-logos/64/TEL.webp
Biogen,BIIB,https://companiesmarketcap.com/img/company-logos/64/BIIB.webp
BCE,BCE,https://companiesmarketcap.com/img/company-logos/64/BCE.webp
Arista Networks,ANET,https://companiesmarketcap.com/img/company-logos/64/ANET.webp
TC Energy,TRP,https://companiesmarketcap.com/img/company-logos/64/TRP.webp
S.F. Express,002352.SZ,https://companiesmarketcap.com/img/company-logos/64/002352.SZ.webp
Paychex,PAYX,https://companiesmarketcap.com/img/company-logos/64/PAYX.webp
7-Eleven,3382.T,https://companiesmarketcap.com/img/company-logos/64/3382.T.webp
Bayan Resources,BYAN.JK,https://companiesmarketcap.com/img/company-logos/64/BYAN.JK.webp
Devon Energy,DVN,https://companiesmarketcap.com/img/company-logos/64/DVN.webp
First Abu Dhabi Bank,FAB.AE,https://companiesmarketcap.com/img/company-logos/64/FAB.AE.webp
Banco Santander Brasil,BSBR,https://companiesmarketcap.com/img/company-logos/64/BSBR.webp
Arthur J. Gallagher & Co.,AJG,https://companiesmarketcap.com/img/company-logos/64/AJG.webp
Kinder Morgan,KMI,https://companiesmarketcap.com/img/company-logos/64/KMI.webp
Naspers,NPSNY,https://companiesmarketcap.com/img/company-logos/64/NPSNY.webp
Xiaomi,XIACF,https://companiesmarketcap.com/img/company-logos/64/XIACF.webp
IDEXX Laboratories,IDXX,https://companiesmarketcap.com/img/company-logos/64/IDXX.webp
Sun Hung Kai Properties,0016.HK,https://companiesmarketcap.com/img/company-logos/64/0016.HK.webp
Exelon Corporation,EXC,https://companiesmarketcap.com/img/company-logos/64/EXC.webp
Nutrien,NTR,https://companiesmarketcap.com/img/company-logos/64/NTR.webp
Volvo Group,VOLVF,https://companiesmarketcap.com/img/company-logos/64/VOLVF.webp
L3Harris Technologies,LHX,https://companiesmarketcap.com/img/company-logos/64/LHX.webp
Mizuho Financial Group,MFG,https://companiesmarketcap.com/img/company-logos/64/MFG.webp
DSV,DSV.VI,https://companiesmarketcap.com/img/company-logos/64/DSV.VI.webp
Ambev,ABEV,https://companiesmarketcap.com/img/company-logos/64/ABEV.webp
Compass Group,CPG.L,https://companiesmarketcap.com/img/company-logos/64/CPG.L.webp
lululemon athletica,LULU,https://companiesmarketcap.com/img/company-logos/64/LULU.webp
TransDigm,TDG,https://companiesmarketcap.com/img/company-logos/64/TDG.webp
Muyuan Foods,002714.SZ,https://companiesmarketcap.com/img/company-logos/64/002714.SZ.webp
Centene,CNC,https://companiesmarketcap.com/img/company-logos/64/CNC.webp
Ping An Bank,000001.SZ,https://companiesmarketcap.com/img/company-logos/64/000001.SZ.webp
Ross Stores,ROST,https://companiesmarketcap.com/img/company-logos/64/ROST.webp
YANGHE,002304.SZ,https://companiesmarketcap.com/img/company-logos/64/002304.SZ.webp
Energy Transfer Partners,ET,https://companiesmarketcap.com/img/company-logos/64/ET.webp
LG Chem,051910.KS,https://companiesmarketcap.com/img/company-logos/64/051910.KS.webp
Republic Services,RSG,https://companiesmarketcap.com/img/company-logos/64/RSG.webp
Budweiser APAC,1876.HK,https://companiesmarketcap.com/img/company-logos/64/1876.HK.webp
UniCredit,UCG.MI,https://companiesmarketcap.com/img/company-logos/64/UCG.MI.webp
Sysco,SYY,https://companiesmarketcap.com/img/company-logos/64/SYY.webp
Hilton Worldwide,HLT,https://companiesmarketcap.com/img/company-logos/64/HLT.webp
Maersk,MAERSK-B.CO,https://companiesmarketcap.com/img/company-logos/64/MAERSK-B.CO.webp
Old Dominion Freight Line,ODFL,https://companiesmarketcap.com/img/company-logos/64/ODFL.webp
Neste,NESTE.HE,https://companiesmarketcap.com/img/company-logos/64/NESTE.HE.webp
Anta Sports,AS7.F,https://companiesmarketcap.com/img/company-logos/64/AS7.F.webp
Fidelity National Information Services,FIS,https://companiesmarketcap.com/img/company-logos/64/FIS.webp
Marvell Technology Group,MRVL,https://companiesmarketcap.com/img/company-logos/64/MRVL.webp
Williams Companies,WMB,https://companiesmarketcap.com/img/company-logos/64/WMB.webp
MediaTek,2454.TW,https://companiesmarketcap.com/img/company-logos/64/2454.TW.webp
Wesfarmers,WES.AX,https://companiesmarketcap.com/img/company-logos/64/WES.AX.webp
Ørsted,DOGEF,https://companiesmarketcap.com/img/company-logos/64/DOGEF.webp
Samsung SDI,006405.KS,https://companiesmarketcap.com/img/company-logos/64/006405.KS.webp
UOB,U11.SI,https://companiesmarketcap.com/img/company-logos/64/U11.SI.webp
Crédit Agricole,ACA.PA,https://companiesmarketcap.com/img/company-logos/64/ACA.PA.webp
Newmont,NEM,https://companiesmarketcap.com/img/company-logos/64/NEM.webp
Prudential Financial,PRU,https://companiesmarketcap.com/img/company-logos/64/PRU.webp
Cenovus Energy,CVE,https://companiesmarketcap.com/img/company-logos/64/CVE.webp
Hoya,7741.T,https://companiesmarketcap.com/img/company-logos/64/7741.T.webp
Larsen & Toubro,LT.NS,https://companiesmarketcap.com/img/company-logos/64/LT.NS.webp
Paccar,PCAR,https://companiesmarketcap.com/img/company-logos/64/PCAR.webp
WuXi AppTec,2359.HK,https://companiesmarketcap.com/img/company-logos/64/2359.HK.webp
Carrier,CARR,https://companiesmarketcap.com/img/company-logos/64/CARR.webp
Haleon,HLN,https://companiesmarketcap.com/img/company-logos/64/HLN.webp
Constellation Software,CSU.TO,https://companiesmarketcap.com/img/company-logos/64/CSU.TO.webp
Xcel Energy,XEL,https://companiesmarketcap.com/img/company-logos/64/XEL.webp
Ameriprise Financial,AMP,https://companiesmarketcap.com/img/company-logos/64/AMP.webp
Jardine Matheson,J36.SI,https://companiesmarketcap.com/img/company-logos/64/J36.SI.webp
Yum! Brands,YUM,https://companiesmarketcap.com/img/company-logos/64/YUM.webp
HCL Technologies,HCLTECH.NS,https://companiesmarketcap.com/img/company-logos/64/HCLTECH.NS.webp
Japan Tobacco,2914.T,https://companiesmarketcap.com/img/company-logos/64/2914.T.webp
Murata Manufacturing (Murata Seisakusho),6981.T,https://companiesmarketcap.com/img/company-logos/64/6981.T.webp
Alcon,ALC,https://companiesmarketcap.com/img/company-logos/64/ALC.webp
Cheniere Energy,LNG,https://companiesmarketcap.com/img/company-logos/64/LNG.webp
Barclays,BCS,https://companiesmarketcap.com/img/company-logos/64/BCS.webp
Manulife Financial,MFC,https://companiesmarketcap.com/img/company-logos/64/MFC.webp
Sea (Garena),SE,https://companiesmarketcap.com/img/company-logos/64/SE.webp
ON Semiconductor,ON,https://companiesmarketcap.com/img/company-logos/64/ON.webp
NatWest Group,NWG,https://companiesmarketcap.com/img/company-logos/64/NWG.webp
Holcim Group,HOLN.SW,https://companiesmarketcap.com/img/company-logos/64/HOLN.SW.webp
GlobalFoundries,GFS,https://companiesmarketcap.com/img/company-logos/64/GFS.webp
Interactive Brokers,IBKR,https://companiesmarketcap.com/img/company-logos/64/IBKR.webp
China Pacific Insurance,601601.SS,https://companiesmarketcap.com/img/company-logos/64/601601.SS.webp
Bank of China (Hong Kong),2388.HK,https://companiesmarketcap.com/img/company-logos/64/2388.HK.webp
Warner Bros. Discovery,WBD,https://companiesmarketcap.com/img/company-logos/64/WBD.webp
Haier Smart Home,600690.SS,https://companiesmarketcap.com/img/company-logos/64/600690.SS.webp
Allstate,ALL,https://companiesmarketcap.com/img/company-logos/64/ALL.webp
Welltower,WELL,https://companiesmarketcap.com/img/company-logos/64/WELL.webp
VICI Properties,VICI,https://companiesmarketcap.com/img/company-logos/64/VICI.webp
Halliburton,HAL,https://companiesmarketcap.com/img/company-logos/64/HAL.webp
SMC corp,6273.T,https://companiesmarketcap.com/img/company-logos/64/6273.T.webp
AIER Eye Hospital,300015.SZ,https://companiesmarketcap.com/img/company-logos/64/300015.SZ.webp
Cement Roadstone Holding,CRH,https://companiesmarketcap.com/img/company-logos/64/CRH.webp
Danone,BN.PA,https://companiesmarketcap.com/img/company-logos/64/BN.PA.webp
Cummins,CMI,https://companiesmarketcap.com/img/company-logos/64/CMI.webp
Luxshare Precision,002475.SZ,https://companiesmarketcap.com/img/company-logos/64/002475.SZ.webp
Otis Worldwide,OTIS,https://companiesmarketcap.com/img/company-logos/64/OTIS.webp
Dupont De Nemours,DD,https://companiesmarketcap.com/img/company-logos/64/DD.webp
Experian,EXPGF,https://companiesmarketcap.com/img/company-logos/64/EXPGF.webp
Kuaishou Technology,1024.HK,https://companiesmarketcap.com/img/company-logos/64/1024.HK.webp
BioNTech,BNTX,https://companiesmarketcap.com/img/company-logos/64/BNTX.webp
WuXi Biologics,WXXWY,https://companiesmarketcap.com/img/company-logos/64/WXXWY.webp
Capgemini,CAP.PA,https://companiesmarketcap.com/img/company-logos/64/CAP.PA.webp
Mettler-Toledo,MTD,https://companiesmarketcap.com/img/company-logos/64/MTD.webp
Waste Connections,WCN,https://companiesmarketcap.com/img/company-logos/64/WCN.webp
Grupo México,GMBXF,https://companiesmarketcap.com/img/company-logos/64/GMBXF.webp
MPLX,MPLX,https://companiesmarketcap.com/img/company-logos/64/MPLX.webp
Cognizant Technology Solutions,CTSH,https://companiesmarketcap.com/img/company-logos/64/CTSH.webp
D. R. Horton,DHI,https://companiesmarketcap.com/img/company-logos/64/DHI.webp
Mobileye,MBLY,https://companiesmarketcap.com/img/company-logos/64/MBLY.webp
China State Construction Engineering,601668.SS,https://companiesmarketcap.com/img/company-logos/64/601668.SS.webp
ENGIE,ENGI.PA,https://companiesmarketcap.com/img/company-logos/64/ENGI.PA.webp
Fanuc,6954.T,https://companiesmarketcap.com/img/company-logos/64/6954.T.webp
Illumina,ILMN,https://companiesmarketcap.com/img/company-logos/64/ILMN.webp
Deutsche Börse,DB1.DE,https://companiesmarketcap.com/img/company-logos/64/DB1.DE.webp
CITIC limited,0267.HK,https://companiesmarketcap.com/img/company-logos/64/0267.HK.webp
W. W. Grainger,GWW,https://companiesmarketcap.com/img/company-logos/64/GWW.webp
Rockwell Automation,ROK,https://companiesmarketcap.com/img/company-logos/64/ROK.webp
Japan Post Bank,7182.T,https://companiesmarketcap.com/img/company-logos/64/7182.T.webp
Ametek,AME,https://companiesmarketcap.com/img/company-logos/64/AME.webp
Telstra,TLS.AX,https://companiesmarketcap.com/img/company-logos/64/TLS.AX.webp
Pacific Gas and Electric,PCG,https://companiesmarketcap.com/img/company-logos/64/PCG.webp
Baker Hughes,BKR,https://companiesmarketcap.com/img/company-logos/64/BKR.webp
Digital Realty,DLR,https://companiesmarketcap.com/img/company-logos/64/DLR.webp
Asian Paints,ASIANPAINT.NS,https://companiesmarketcap.com/img/company-logos/64/ASIANPAINT.NS.webp
Consolidated Edison,ED,https://companiesmarketcap.com/img/company-logos/64/ED.webp
LyondellBasell,LYB,https://companiesmarketcap.com/img/company-logos/64/LYB.webp
Great Wall Motors,601633.SS,https://companiesmarketcap.com/img/company-logos/64/601633.SS.webp
MTR Corporation,0066.HK,https://companiesmarketcap.com/img/company-logos/64/0066.HK.webp
Dollar Tree,DLTR,https://companiesmarketcap.com/img/company-logos/64/DLTR.webp
Hyundai,HYMTF,https://companiesmarketcap.com/img/company-logos/64/HYMTF.webp
State Street Corporation,STT,https://companiesmarketcap.com/img/company-logos/64/STT.webp
Keysight,KEYS,https://companiesmarketcap.com/img/company-logos/64/KEYS.webp
CaixaBank,CABK.MC,https://companiesmarketcap.com/img/company-logos/64/CABK.MC.webp
Copart,CPRT,https://companiesmarketcap.com/img/company-logos/64/CPRT.webp
Maruti Suzuki India,MARUTI.NS,https://companiesmarketcap.com/img/company-logos/64/MARUTI.NS.webp
BAE Systems,BSP.F,https://companiesmarketcap.com/img/company-logos/64/BSP.F.webp
Axis Bank,AXISBANK.BO,https://companiesmarketcap.com/img/company-logos/64/AXISBANK.BO.webp
CITIC Bank,601998.SS,https://companiesmarketcap.com/img/company-logos/64/601998.SS.webp
Kroger,KR,https://companiesmarketcap.com/img/company-logos/64/KR.webp
AmerisourceBergen,ABC,https://companiesmarketcap.com/img/company-logos/64/ABC.webp
Walgreens Boots Alliance,WBA,https://companiesmarketcap.com/img/company-logos/64/WBA.webp
KBC,KBCSF,https://companiesmarketcap.com/img/company-logos/64/KBCSF.webp
Vestas Wind Systems,VWSB.F,https://companiesmarketcap.com/img/company-logos/64/VWSB.F.webp
United Rentals,URI,https://companiesmarketcap.com/img/company-logos/64/URI.webp
Bank Mandiri,BMRI.JK,https://companiesmarketcap.com/img/company-logos/64/BMRI.JK.webp
WEG ON,WEGE3.SA,https://companiesmarketcap.com/img/company-logos/64/WEGE3.SA.webp
Shanghai Pudong Development Bank,600000.SS,https://companiesmarketcap.com/img/company-logos/64/600000.SS.webp
Airports of Thailand,AOT.BK,https://companiesmarketcap.com/img/company-logos/64/AOT.BK.webp
Vodafone,VOD,https://companiesmarketcap.com/img/company-logos/64/VOD.webp
Swisscom,SCMN.SW,https://companiesmarketcap.com/img/company-logos/64/SCMN.SW.webp
Japan Post Holdings,6178.T,https://companiesmarketcap.com/img/company-logos/64/6178.T.webp
Albemarle,ALB,https://companiesmarketcap.com/img/company-logos/64/ALB.webp
ResMed,RMD,https://companiesmarketcap.com/img/company-logos/64/RMD.webp
Barrick Gold,GOLD,https://companiesmarketcap.com/img/company-logos/64/GOLD.webp
Nidec,6594.T,https://companiesmarketcap.com/img/company-logos/64/6594.T.webp
Brown Forman,BF-A,https://companiesmarketcap.com/img/company-logos/64/BF-A.webp
SBA Communications,SBAC,https://companiesmarketcap.com/img/company-logos/64/SBAC.webp
Kühne + Nagel,KNIN.SW,https://companiesmarketcap.com/img/company-logos/64/KNIN.SW.webp
CoStar Group,CSGP,https://companiesmarketcap.com/img/company-logos/64/CSGP.webp
Oneok,OKE,https://companiesmarketcap.com/img/company-logos/64/OKE.webp
Singtel,Z74.SI,https://companiesmarketcap.com/img/company-logos/64/Z74.SI.webp
Imperial Oil,IMO,https://companiesmarketcap.com/img/company-logos/64/IMO.webp
Generali,G.MI,https://companiesmarketcap.com/img/company-logos/64/G.MI.webp
Dell,DELL,https://companiesmarketcap.com/img/company-logos/64/DELL.webp
Electronic Arts,EA,https://companiesmarketcap.com/img/company-logos/64/EA.webp
Discover Financial Services,DFS,https://companiesmarketcap.com/img/company-logos/64/DFS.webp
Hang Seng Bank,0011.HK,https://companiesmarketcap.com/img/company-logos/64/0011.HK.webp
Woolworths Group,WOW.AX,https://companiesmarketcap.com/img/company-logos/64/WOW.AX.webp
PSEG,PEG,https://companiesmarketcap.com/img/company-logos/64/PEG.webp
Hexagon,HXGBF,https://companiesmarketcap.com/img/company-logos/64/HXGBF.webp
Aptiv,APTV,https://companiesmarketcap.com/img/company-logos/64/APTV.webp
Restaurant Brands International,QSR,https://companiesmarketcap.com/img/company-logos/64/QSR.webp
Henkel,HEN3.DE,https://companiesmarketcap.com/img/company-logos/64/HEN3.DE.webp
Ferguson,FERG,https://companiesmarketcap.com/img/company-logos/64/FERG.webp
Fastenal,FAST,https://companiesmarketcap.com/img/company-logos/64/FAST.webp
PPG Industries,PPG,https://companiesmarketcap.com/img/company-logos/64/PPG.webp
Fomento Económico Mexicano,FMX,https://companiesmarketcap.com/img/company-logos/64/FMX.webp
Bank of Ningbo,002142.SZ,https://companiesmarketcap.com/img/company-logos/64/002142.SZ.webp
Yili Group,600887.SS,https://companiesmarketcap.com/img/company-logos/64/600887.SS.webp
Global Payments,GPN,https://companiesmarketcap.com/img/company-logos/64/GPN.webp
Sun Life Financial,SLF,https://companiesmarketcap.com/img/company-logos/64/SLF.webp
The People's Insurance Company (PICC),601319.SS,https://companiesmarketcap.com/img/company-logos/64/601319.SS.webp
DNB,DNB.OL,https://companiesmarketcap.com/img/company-logos/64/DNB.OL.webp
Galaxy Entertainment,0027.HK,https://companiesmarketcap.com/img/company-logos/64/0027.HK.webp
Sun Pharmaceutical,SUNPHARMA.NS,https://companiesmarketcap.com/img/company-logos/64/SUNPHARMA.NS.webp
People’s Insurance Company of China,1339.HK,https://companiesmarketcap.com/img/company-logos/64/1339.HK.webp
HP,HPQ,https://companiesmarketcap.com/img/company-logos/64/HPQ.webp
Sartorius,SRT.DE,https://companiesmarketcap.com/img/company-logos/64/SRT.DE.webp
Lennar,LEN,https://companiesmarketcap.com/img/company-logos/64/LEN.webp
Transurban,TCL.AX,https://companiesmarketcap.com/img/company-logos/64/TCL.AX.webp
Swiss Re,SREN.SW,https://companiesmarketcap.com/img/company-logos/64/SREN.SW.webp
Ashtead,0LC.F,https://companiesmarketcap.com/img/company-logos/64/0LC.F.webp
Chunghwa Telecom,CHT,https://companiesmarketcap.com/img/company-logos/64/CHT.webp
EQT,EQT.ST,https://companiesmarketcap.com/img/company-logos/64/EQT.ST.webp
Shenzhen Inovance,300124.SZ,https://companiesmarketcap.com/img/company-logos/64/300124.SZ.webp
Telus,TU,https://companiesmarketcap.com/img/company-logos/64/TU.webp
Corning,GLW,https://companiesmarketcap.com/img/company-logos/64/GLW.webp
WEC Energy Group,WEC,https://companiesmarketcap.com/img/company-logos/64/WEC.webp
Compagnie de Saint-Gobain,SGO.PA,https://companiesmarketcap.com/img/company-logos/64/SGO.PA.webp
Nasdaq,NDAQ,https://companiesmarketcap.com/img/company-logos/64/NDAQ.webp
RWE,RWE.DE,https://companiesmarketcap.com/img/company-logos/64/RWE.DE.webp
Vanke,2202.HK,https://companiesmarketcap.com/img/company-logos/64/2202.HK.webp
Ahold Delhaize,AD.AS,https://companiesmarketcap.com/img/company-logos/64/AD.AS.webp
Gree Electric Appliances,000651.SZ,https://companiesmarketcap.com/img/company-logos/64/000651.SZ.webp
Cellnex Telecom,CLNX.MC,https://companiesmarketcap.com/img/company-logos/64/CLNX.MC.webp
Alexandria Real Estate Equities,ARE,https://companiesmarketcap.com/img/company-logos/64/ARE.webp
Enphase Energy,ENPH,https://companiesmarketcap.com/img/company-logos/64/ENPH.webp
Thales,HO.PA,https://companiesmarketcap.com/img/company-logos/64/HO.PA.webp
Foxconn Industrial Internet,601138.SS,https://companiesmarketcap.com/img/company-logos/64/601138.SS.webp
Amadeus IT Group,AMS.MC,https://companiesmarketcap.com/img/company-logos/64/AMS.MC.webp
China Overseas Land & Investment,0688.HK,https://companiesmarketcap.com/img/company-logos/64/0688.HK.webp
Givaudan,GIVN.SW,https://companiesmarketcap.com/img/company-logos/64/GIVN.SW.webp
Loblaw Companies,L.TO,https://companiesmarketcap.com/img/company-logos/64/L.TO.webp
CDW Corporation,CDW,https://companiesmarketcap.com/img/company-logos/64/CDW.webp
Daimler Truck,DTG.F,https://companiesmarketcap.com/img/company-logos/64/DTG.F.webp
E.ON,EOAN.DE,https://companiesmarketcap.com/img/company-logos/64/EOAN.DE.webp
Constellation Energy,CEG,https://companiesmarketcap.com/img/company-logos/64/CEG.webp
PTT PCL,PTT-R.BK,https://companiesmarketcap.com/img/company-logos/64/PTT-R.BK.webp
CBRE Group,CBRE,https://companiesmarketcap.com/img/company-logos/64/CBRE.webp
Verisk Analytics,VRSK,https://companiesmarketcap.com/img/company-logos/64/VRSK.webp
Eversource Energy,ES,https://companiesmarketcap.com/img/company-logos/64/ES.webp
Evolution Gaming,EVO.ST,https://companiesmarketcap.com/img/company-logos/64/EVO.ST.webp
DMart,DMART.NS,https://companiesmarketcap.com/img/company-logos/64/DMART.NS.webp
Orange,ORAN,https://companiesmarketcap.com/img/company-logos/64/ORAN.webp
Wolters Kluwer,WOSB.F,https://companiesmarketcap.com/img/company-logos/64/WOSB.F.webp
Gartner,IT,https://companiesmarketcap.com/img/company-logos/64/IT.webp
Adidas,ADS.DE,https://companiesmarketcap.com/img/company-logos/64/ADS.DE.webp
KONE,KNEBV.HE,https://companiesmarketcap.com/img/company-logos/64/KNEBV.HE.webp
Beiersdorf,BEI.DE,https://companiesmarketcap.com/img/company-logos/64/BEI.DE.webp
American Water Works,AWK,https://companiesmarketcap.com/img/company-logos/64/AWK.webp
Titan Company,TITAN.NS,https://companiesmarketcap.com/img/company-logos/64/TITAN.NS.webp
Banco Bradesco,BBD,https://companiesmarketcap.com/img/company-logos/64/BBD.webp
Naturgy,NTGY.MC,https://companiesmarketcap.com/img/company-logos/64/NTGY.MC.webp
