name,ticker,image_link
Alnylam Pharmaceuticals,ALNY,https://companiesmarketcap.com/img/company-logos/64/ALNY.webp
Coupang,CPNG,https://companiesmarketcap.com/img/company-logos/64/CPNG.webp
Naver,035420.KS,https://companiesmarketcap.com/img/company-logos/64/035420.KS.webp
M&T Bank,MTB,https://companiesmarketcap.com/img/company-logos/64/MTB.webp
Assa Abloy,ASAZF,https://companiesmarketcap.com/img/company-logos/64/ASAZF.webp
Bajaj Finserv,BAJAJFINSV.NS,https://companiesmarketcap.com/img/company-logos/64/BAJAJFINSV.NS.webp
T. Rowe Price,TROW,https://companiesmarketcap.com/img/company-logos/64/TROW.webp
Astellas Pharma,4503.T,https://companiesmarketcap.com/img/company-logos/64/4503.T.webp
Standard Chartered,STAN.L,https://companiesmarketcap.com/img/company-logos/64/STAN.L.webp
Fujitsu,6702.T,https://companiesmarketcap.com/img/company-logos/64/6702.T.webp
Diamondback Energy,FANG,https://companiesmarketcap.com/img/company-logos/64/FANG.webp
Sociedad Química y Minera,SQM,https://companiesmarketcap.com/img/company-logos/64/SQM.webp
Zimmer Biomet,ZBH,https://companiesmarketcap.com/img/company-logos/64/ZBH.webp
Wipro,WIT,https://companiesmarketcap.com/img/company-logos/64/WIT.webp
Sandvik,SAND.ST,https://companiesmarketcap.com/img/company-logos/64/SAND.ST.webp
Genmab,GMAB,https://companiesmarketcap.com/img/company-logos/64/GMAB.webp
Veeva Systems,VEEV,https://companiesmarketcap.com/img/company-logos/64/VEEV.webp
Flutter Entertainment,PPBA.F,https://companiesmarketcap.com/img/company-logos/64/PPBA.F.webp
eBay,EBAY,https://companiesmarketcap.com/img/company-logos/64/EBAY.webp
ULTA Beauty,ULTA,https://companiesmarketcap.com/img/company-logos/64/ULTA.webp
Willis Towers Watson,WTW,https://companiesmarketcap.com/img/company-logos/64/WTW.webp
CrowdStrike,CRWD,https://companiesmarketcap.com/img/company-logos/64/CRWD.webp
Formosa Petrochemical,6505.TW,https://companiesmarketcap.com/img/company-logos/64/6505.TW.webp
Goodman Group,GMG.AX,https://companiesmarketcap.com/img/company-logos/64/GMG.AX.webp
Equifax,EFX,https://companiesmarketcap.com/img/company-logos/64/EFX.webp
Tractor Supply,TSCO,https://companiesmarketcap.com/img/company-logos/64/TSCO.webp
Nokia,NOK,https://companiesmarketcap.com/img/company-logos/64/NOK.webp
Datadog,DDOG,https://companiesmarketcap.com/img/company-logos/64/DDOG.webp
Partners Group,PGHN.SW,https://companiesmarketcap.com/img/company-logos/64/PGHN.SW.webp
Intact Financial,IFC.TO,https://companiesmarketcap.com/img/company-logos/64/IFC.TO.webp
Edison International,EIX,https://companiesmarketcap.com/img/company-logos/64/EIX.webp
Equity Residential,EQR,https://companiesmarketcap.com/img/company-logos/64/EQR.webp
Coca-Cola European Partners,CCEP,https://companiesmarketcap.com/img/company-logos/64/CCEP.webp
SAIC Motor,600104.SS,https://companiesmarketcap.com/img/company-logos/64/600104.SS.webp
Franco-Nevada,FNV,https://companiesmarketcap.com/img/company-logos/64/FNV.webp
China Securities,601066.SS,https://companiesmarketcap.com/img/company-logos/64/601066.SS.webp
Deutsche Bank,DB,https://companiesmarketcap.com/img/company-logos/64/DB.webp
Seagen,SGEN,https://companiesmarketcap.com/img/company-logos/64/SGEN.webp
Bridgestone,5108.T,https://companiesmarketcap.com/img/company-logos/64/5108.T.webp
Yum China,YUMC,https://companiesmarketcap.com/img/company-logos/64/YUMC.webp
Lindt,LISP.SW,https://companiesmarketcap.com/img/company-logos/64/LISP.SW.webp
Fifth Third Bank,FITB,https://companiesmarketcap.com/img/company-logos/64/FITB.webp
SMIC,MKN2.F,https://companiesmarketcap.com/img/company-logos/64/MKN2.F.webp
BeiGene,BGNE,https://companiesmarketcap.com/img/company-logos/64/BGNE.webp
Sampo,SAMPO.HE,https://companiesmarketcap.com/img/company-logos/64/SAMPO.HE.webp
National Bank of Canada,NA.TO,https://companiesmarketcap.com/img/company-logos/64/NA.TO.webp
UltraTech Cement,ULTRACEMCO.NS,https://companiesmarketcap.com/img/company-logos/64/ULTRACEMCO.NS.webp
KE Holdings,BEKE,https://companiesmarketcap.com/img/company-logos/64/BEKE.webp
Cheniere Energy,CQP,https://companiesmarketcap.com/img/company-logos/64/CQP.webp
Skandinaviska Enskilda Banken,SEB-A.ST,https://companiesmarketcap.com/img/company-logos/64/SEB-A.ST.webp
AvalonBay Communities,AVB,https://companiesmarketcap.com/img/company-logos/64/AVB.webp
Legrand,LR.PA,https://companiesmarketcap.com/img/company-logos/64/LR.PA.webp
Delta Electronics,2308.TW,https://companiesmarketcap.com/img/company-logos/64/2308.TW.webp
Align Technology,ALGN,https://companiesmarketcap.com/img/company-logos/64/ALGN.webp
China Resources Beer,0291.HK,https://companiesmarketcap.com/img/company-logos/64/0291.HK.webp
Saudi Electricity,5110.SR,https://companiesmarketcap.com/img/company-logos/64/5110.SR.webp
Ares Management,ARES,https://companiesmarketcap.com/img/company-logos/64/ARES.webp
Telkom Indonesia,TLK,https://companiesmarketcap.com/img/company-logos/64/TLK.webp
Weyerhaeuser,WY,https://companiesmarketcap.com/img/company-logos/64/WY.webp
First Republic Bank,FRC,https://companiesmarketcap.com/img/company-logos/64/FRC.webp
Great-West Lifeco,GWO.TO,https://companiesmarketcap.com/img/company-logos/64/GWO.TO.webp
Horizon Therapeutics,HZNP,https://companiesmarketcap.com/img/company-logos/64/HZNP.webp
EnBW Energie,EBK.DE,https://companiesmarketcap.com/img/company-logos/64/EBK.DE.webp
Coloplast,CBHD.F,https://companiesmarketcap.com/img/company-logos/64/CBHD.F.webp
Mitsubishi Electric,6503.T,https://companiesmarketcap.com/img/company-logos/64/6503.T.webp
Genuine Parts Company,GPC,https://companiesmarketcap.com/img/company-logos/64/GPC.webp
Hormel Foods,HRL,https://companiesmarketcap.com/img/company-logos/64/HRL.webp
Delta Air Lines,DAL,https://companiesmarketcap.com/img/company-logos/64/DAL.webp
The Hartford,HIG,https://companiesmarketcap.com/img/company-logos/64/HIG.webp
Vulcan Materials,VMC,https://companiesmarketcap.com/img/company-logos/64/VMC.webp
Li Auto,LI,https://companiesmarketcap.com/img/company-logos/64/LI.webp
Techtronic Industries,TIB1.F,https://companiesmarketcap.com/img/company-logos/64/TIB1.F.webp
Fubon Financial,2881.TW,https://companiesmarketcap.com/img/company-logos/64/2881.TW.webp
ČEZ Group,CEZ.PR,https://companiesmarketcap.com/img/company-logos/64/CEZ.PR.webp
International Flavors & Fragrances,IFF,https://companiesmarketcap.com/img/company-logos/64/IFF.webp
Rogers Communication,RCI,https://companiesmarketcap.com/img/company-logos/64/RCI.webp
Raymond James,RJF,https://companiesmarketcap.com/img/company-logos/64/RJF.webp
UDR Apartments,UDR,https://companiesmarketcap.com/img/company-logos/64/UDR.webp
Fortive,FTV,https://companiesmarketcap.com/img/company-logos/64/FTV.webp
Trip.com,TCOM,https://companiesmarketcap.com/img/company-logos/64/TCOM.webp
COSCO Shipping,601919.SS,https://companiesmarketcap.com/img/company-logos/64/601919.SS.webp
CK Hutchison Holdings,0001.HK,https://companiesmarketcap.com/img/company-logos/64/0001.HK.webp
ArcelorMittal,MT,https://companiesmarketcap.com/img/company-logos/64/MT.webp
Arch Capital,ACGL,https://companiesmarketcap.com/img/company-logos/64/ACGL.webp
Adani Enterprises,ADANIENT.NS,https://companiesmarketcap.com/img/company-logos/64/ADANIENT.NS.webp
Banorte,GFNORTEO.MX,https://companiesmarketcap.com/img/company-logos/64/GFNORTEO.MX.webp
Dai-ichi Life Holdings,8750.T,https://companiesmarketcap.com/img/company-logos/64/8750.T.webp
Kia,000270.KS,https://companiesmarketcap.com/img/company-logos/64/000270.KS.webp
The Trade Desk,TTD,https://companiesmarketcap.com/img/company-logos/64/TTD.webp
Ansys,ANSS,https://companiesmarketcap.com/img/company-logos/64/ANSS.webp
Maybank,MLYBY,https://companiesmarketcap.com/img/company-logos/64/MLYBY.webp
Spotify,SPOT,https://companiesmarketcap.com/img/company-logos/64/SPOT.webp
Monolithic Power Systems,MPWR,https://companiesmarketcap.com/img/company-logos/64/MPWR.webp
Hannover Rück,HNR1.DE,https://companiesmarketcap.com/img/company-logos/64/HNR1.DE.webp
Komatsu,6301.T,https://companiesmarketcap.com/img/company-logos/64/6301.T.webp
SSE,SCT.F,https://companiesmarketcap.com/img/company-logos/64/SCT.F.webp
CK Asset Holdings,1113.HK,https://companiesmarketcap.com/img/company-logos/64/1113.HK.webp
Unicharm,8113.T,https://companiesmarketcap.com/img/company-logos/64/8113.T.webp
Imperial Brands,ITBA.F,https://companiesmarketcap.com/img/company-logos/64/ITBA.F.webp
Kellogg's,K,https://companiesmarketcap.com/img/company-logos/64/K.webp
Agnico Eagle Mines,AEM,https://companiesmarketcap.com/img/company-logos/64/AEM.webp
Epiroc,EPI-A.ST,https://companiesmarketcap.com/img/company-logos/64/EPI-A.ST.webp
NIBE Industrier,NIBE-B.ST,https://companiesmarketcap.com/img/company-logos/64/NIBE-B.ST.webp
Central Japan Railway,9022.T,https://companiesmarketcap.com/img/company-logos/64/9022.T.webp
Koninklijke DSM,DSM.AS,https://companiesmarketcap.com/img/company-logos/64/DSM.AS.webp
Marubeni,8002.T,https://companiesmarketcap.com/img/company-logos/64/8002.T.webp
Ingersoll Rand,IR,https://companiesmarketcap.com/img/company-logos/64/IR.webp
Olympus,7733.T,https://companiesmarketcap.com/img/company-logos/64/7733.T.webp
Renesas Electronics,6723.T,https://companiesmarketcap.com/img/company-logos/64/6723.T.webp
JD Health,6618.HK,https://companiesmarketcap.com/img/company-logos/64/6618.HK.webp
FirstEnergy,FE,https://companiesmarketcap.com/img/company-logos/64/FE.webp
Kakao,035720.KS,https://companiesmarketcap.com/img/company-logos/64/035720.KS.webp
Sany Heavy Industry,600031.SS,https://companiesmarketcap.com/img/company-logos/64/600031.SS.webp
Société Générale,GLE.PA,https://companiesmarketcap.com/img/company-logos/64/GLE.PA.webp
DoorDash,DASH,https://companiesmarketcap.com/img/company-logos/64/DASH.webp
Z Holdings,4689.T,https://companiesmarketcap.com/img/company-logos/64/4689.T.webp
BOE Technology,000725.SZ,https://companiesmarketcap.com/img/company-logos/64/000725.SZ.webp
Shanghai Airport,600009.SS,https://companiesmarketcap.com/img/company-logos/64/600009.SS.webp
Aena,AENA.MC,https://companiesmarketcap.com/img/company-logos/64/AENA.MC.webp
Oil & Natural Gas,ONGC.NS,https://companiesmarketcap.com/img/company-logos/64/ONGC.NS.webp
Extra Space Storage,EXR,https://companiesmarketcap.com/img/company-logos/64/EXR.webp
Sumitomo,8053.T,https://companiesmarketcap.com/img/company-logos/64/8053.T.webp
Repsol,REP.MC,https://companiesmarketcap.com/img/company-logos/64/REP.MC.webp
Air China,601111.SS,https://companiesmarketcap.com/img/company-logos/64/601111.SS.webp
Nu Holdings,NU,https://companiesmarketcap.com/img/company-logos/64/NU.webp
Riyad Bank,1010.SR,https://companiesmarketcap.com/img/company-logos/64/1010.SR.webp
Michelin,ML.PA,https://companiesmarketcap.com/img/company-logos/64/ML.PA.webp
Schindler Group,SCHN.SW,https://companiesmarketcap.com/img/company-logos/64/SCHN.SW.webp
Principal,PFG,https://companiesmarketcap.com/img/company-logos/64/PFG.webp
Vonovia,VNA.DE,https://companiesmarketcap.com/img/company-logos/64/VNA.DE.webp
Nestlé India,NESTLEIND.NS,https://companiesmarketcap.com/img/company-logos/64/NESTLEIND.NS.webp
ZTO Express,ZTO,https://companiesmarketcap.com/img/company-logos/64/ZTO.webp
Banco do Brasil,BZLA.F,https://companiesmarketcap.com/img/company-logos/64/BZLA.F.webp
China Everbright Bank,601818.SS,https://companiesmarketcap.com/img/company-logos/64/601818.SS.webp
VeriSign,VRSN,https://companiesmarketcap.com/img/company-logos/64/VRSN.webp
Anhui Conch Cement,AHCHF,https://companiesmarketcap.com/img/company-logos/64/AHCHF.webp
Zoom,ZM,https://companiesmarketcap.com/img/company-logos/64/ZM.webp
Ecopetrol,EC,https://companiesmarketcap.com/img/company-logos/64/EC.webp
Regions Financial,RF,https://companiesmarketcap.com/img/company-logos/64/RF.webp
Entergy,ETR,https://companiesmarketcap.com/img/company-logos/64/ETR.webp
Swedbank,SWED-A.ST,https://companiesmarketcap.com/img/company-logos/64/SWED-A.ST.webp
Ganfeng Lithium,002460.SZ,https://companiesmarketcap.com/img/company-logos/64/002460.SZ.webp
Canon,CAJ,https://companiesmarketcap.com/img/company-logos/64/CAJ.webp
China Unicom,0762.HK,https://companiesmarketcap.com/img/company-logos/64/0762.HK.webp
Huntington Bancshares,HBAN,https://companiesmarketcap.com/img/company-logos/64/HBAN.webp
Ameren,AEE,https://companiesmarketcap.com/img/company-logos/64/AEE.webp
CRRC,1766.HK,https://companiesmarketcap.com/img/company-logos/64/1766.HK.webp
Martin Marietta,MLM,https://companiesmarketcap.com/img/company-logos/64/MLM.webp
Telefónica,TEF,https://companiesmarketcap.com/img/company-logos/64/TEF.webp
CGI,GIB,https://companiesmarketcap.com/img/company-logos/64/GIB.webp
DTE Energy,DTE,https://companiesmarketcap.com/img/company-logos/64/DTE.webp
CNH Industrial,CNHI,https://companiesmarketcap.com/img/company-logos/64/CNHI.webp
Quanta Services,PWR,https://companiesmarketcap.com/img/company-logos/64/PWR.webp
Terumo,4543.T,https://companiesmarketcap.com/img/company-logos/64/4543.T.webp
LabCorp,LH,https://companiesmarketcap.com/img/company-logos/64/LH.webp
Tesco,TSCDF,https://companiesmarketcap.com/img/company-logos/64/TSCDF.webp
Dover,DOV,https://companiesmarketcap.com/img/company-logos/64/DOV.webp
FirstRand,FSR.JO,https://companiesmarketcap.com/img/company-logos/64/FSR.JO.webp
Ferrovial,FER.MC,https://companiesmarketcap.com/img/company-logos/64/FER.MC.webp
Steel Dynamics,STLD,https://companiesmarketcap.com/img/company-logos/64/STLD.webp
Tyson Foods,TSN,https://companiesmarketcap.com/img/company-logos/64/TSN.webp
Veolia,VIE.PA,https://companiesmarketcap.com/img/company-logos/64/VIE.PA.webp
Borouge,BOROUGE.AE,https://companiesmarketcap.com/img/company-logos/64/BOROUGE.AE.webp
Straumann,STMN.SW,https://companiesmarketcap.com/img/company-logos/64/STMN.SW.webp
Citizens Financial Group,CFG,https://companiesmarketcap.com/img/company-logos/64/CFG.webp
Hewlett Packard Enterprise,HPE,https://companiesmarketcap.com/img/company-logos/64/HPE.webp
China Minsheng Bank,600016.SS,https://companiesmarketcap.com/img/company-logos/64/600016.SS.webp
JSW Steel,JSWSTEEL.NS,https://companiesmarketcap.com/img/company-logos/64/JSWSTEEL.NS.webp
NTT Data,9613.T,https://companiesmarketcap.com/img/company-logos/64/9613.T.webp
Grupo Bimbo,BIMBOA.MX,https://companiesmarketcap.com/img/company-logos/64/BIMBOA.MX.webp
Mahindra & Mahindra,M&M.NS,https://companiesmarketcap.com/img/company-logos/64/M&M.NS.webp
PPL,PPL,https://companiesmarketcap.com/img/company-logos/64/PPL.webp
ORIX,IX,https://companiesmarketcap.com/img/company-logos/64/IX.webp
H&M,HM-B.ST,https://companiesmarketcap.com/img/company-logos/64/HM-B.ST.webp
Southwest Airlines,LUV,https://companiesmarketcap.com/img/company-logos/64/LUV.webp
Nippon Paint,4612.T,https://companiesmarketcap.com/img/company-logos/64/4612.T.webp
Ryanair,RYAAY,https://companiesmarketcap.com/img/company-logos/64/RYAAY.webp
Roblox,RBLX,https://companiesmarketcap.com/img/company-logos/64/RBLX.webp
Teck Resources,TECK,https://companiesmarketcap.com/img/company-logos/64/TECK.webp
Trina Solar,688599.SS,https://companiesmarketcap.com/img/company-logos/64/688599.SS.webp
DiDi,DIDIY,https://companiesmarketcap.com/img/company-logos/64/DIDIY.webp
Endesa,ELE.MC,https://companiesmarketcap.com/img/company-logos/64/ELE.MC.webp
EDP Renováveis,EDPR.LS,https://companiesmarketcap.com/img/company-logos/64/EDPR.LS.webp
Panasonic,6752.T,https://companiesmarketcap.com/img/company-logos/64/6752.T.webp
Argenx,ARGX,https://companiesmarketcap.com/img/company-logos/64/ARGX.webp
Carlsberg,CBGA.F,https://companiesmarketcap.com/img/company-logos/64/CBGA.F.webp
BTG Pactual,BPAC3.SA,https://companiesmarketcap.com/img/company-logos/64/BPAC3.SA.webp
Cathay Financial Holding,2882.TW,https://companiesmarketcap.com/img/company-logos/64/2882.TW.webp
United Microelectronics,UMC,https://companiesmarketcap.com/img/company-logos/64/UMC.webp
Chow Tai Fook,1929.HK,https://companiesmarketcap.com/img/company-logos/64/1929.HK.webp
Longfor Group,0960.HK,https://companiesmarketcap.com/img/company-logos/64/0960.HK.webp
EPAM Systems,EPAM,https://companiesmarketcap.com/img/company-logos/64/EPAM.webp
Nexon,3659.T,https://companiesmarketcap.com/img/company-logos/64/3659.T.webp
Cardinal Health,CAH,https://companiesmarketcap.com/img/company-logos/64/CAH.webp
HEICO,HEI,https://companiesmarketcap.com/img/company-logos/64/HEI.webp
BioMarin Pharmaceutical,BMRN,https://companiesmarketcap.com/img/company-logos/64/BMRN.webp
Yankuang Energy (Yanzhou Coal Mining),600188.SS,https://companiesmarketcap.com/img/company-logos/64/600188.SS.webp
Atlantia,ATL.MI,https://companiesmarketcap.com/img/company-logos/64/ATL.MI.webp
Baxter,BAX,https://companiesmarketcap.com/img/company-logos/64/BAX.webp
Teledyne,TDY,https://companiesmarketcap.com/img/company-logos/64/TDY.webp
Fujifilm,4901.T,https://companiesmarketcap.com/img/company-logos/64/4901.T.webp
Shiseido,4911.T,https://companiesmarketcap.com/img/company-logos/64/4911.T.webp
Svenska Handelsbanken,SHB-A.ST,https://companiesmarketcap.com/img/company-logos/64/SHB-A.ST.webp
China Tower,0788.HK,https://companiesmarketcap.com/img/company-logos/64/0788.HK.webp
China Railway Group,0390.HK,https://companiesmarketcap.com/img/company-logos/64/0390.HK.webp
Hologic,HOLX,https://companiesmarketcap.com/img/company-logos/64/HOLX.webp
Mid-America Apartment Communities,MAA,https://companiesmarketcap.com/img/company-logos/64/MAA.webp
Northern Trust,NTRS,https://companiesmarketcap.com/img/company-logos/64/NTRS.webp
Antofagasta,ANTO.L,https://companiesmarketcap.com/img/company-logos/64/ANTO.L.webp
Publicis Groupe,PUB.PA,https://companiesmarketcap.com/img/company-logos/64/PUB.PA.webp
Church & Dwight,CHD,https://companiesmarketcap.com/img/company-logos/64/CHD.webp
Insulet,PODD,https://companiesmarketcap.com/img/company-logos/64/PODD.webp
East Japan Railway,9020.T,https://companiesmarketcap.com/img/company-logos/64/9020.T.webp
Ventas,VTR,https://companiesmarketcap.com/img/company-logos/64/VTR.webp
PTT Exploration and Production,PTTEP.BK,https://companiesmarketcap.com/img/company-logos/64/PTTEP.BK.webp
Tenaris,TS,https://companiesmarketcap.com/img/company-logos/64/TS.webp
Invitation Homes,INVH,https://companiesmarketcap.com/img/company-logos/64/INVH.webp
Sun Communities,SUI,https://companiesmarketcap.com/img/company-logos/64/SUI.webp
UPM-Kymmene,UPM.HE,https://companiesmarketcap.com/img/company-logos/64/UPM.HE.webp
West Pharmaceutical,WST,https://companiesmarketcap.com/img/company-logos/64/WST.webp
Nippon Steel,5401.T,https://companiesmarketcap.com/img/company-logos/64/5401.T.webp
Waters Corporation,WAT,https://companiesmarketcap.com/img/company-logos/64/WAT.webp
Fortis,FTS,https://companiesmarketcap.com/img/company-logos/64/FTS.webp
J. B. Hunt,JBHT,https://companiesmarketcap.com/img/company-logos/64/JBHT.webp
Nan Ya Plastics,1303.TW,https://companiesmarketcap.com/img/company-logos/64/1303.TW.webp
McCormick & Company,MKC,https://companiesmarketcap.com/img/company-logos/64/MKC.webp
3i Group,III.L,https://companiesmarketcap.com/img/company-logos/64/III.L.webp
NTPC Limited,NTPC.NS,https://companiesmarketcap.com/img/company-logos/64/NTPC.NS.webp
Tata Motors,TTM,https://companiesmarketcap.com/img/company-logos/64/TTM.webp
Chewy,CHWY,https://companiesmarketcap.com/img/company-logos/64/CHWY.webp
Cloudflare,NET,https://companiesmarketcap.com/img/company-logos/64/NET.webp
EDP Group,EDP.F,https://companiesmarketcap.com/img/company-logos/64/EDP.F.webp
Cincinnati Financial,CINF,https://companiesmarketcap.com/img/company-logos/64/CINF.webp
Coterra Energy,CTRA,https://companiesmarketcap.com/img/company-logos/64/CTRA.webp
Steris,STE,https://companiesmarketcap.com/img/company-logos/64/STE.webp
Aker BP,AKRBP.OL,https://companiesmarketcap.com/img/company-logos/64/AKRBP.OL.webp
Wheaton Precious Metals,WPM,https://companiesmarketcap.com/img/company-logos/64/WPM.webp
Pembina Pipeline,PBA,https://companiesmarketcap.com/img/company-logos/64/PBA.webp
ICON plc,ICLR,https://companiesmarketcap.com/img/company-logos/64/ICLR.webp
Xylem,XYL,https://companiesmarketcap.com/img/company-logos/64/XYL.webp
Best Buy,BBY,https://companiesmarketcap.com/img/company-logos/64/BBY.webp
Zscaler,ZS,https://companiesmarketcap.com/img/company-logos/64/ZS.webp
LPL Financial,LPLA,https://companiesmarketcap.com/img/company-logos/64/LPLA.webp
Skyworks Solutions,SWKS,https://companiesmarketcap.com/img/company-logos/64/SWKS.webp
Copel,ELP,https://companiesmarketcap.com/img/company-logos/64/ELP.webp
Geberit,GEBN.SW,https://companiesmarketcap.com/img/company-logos/64/GEBN.SW.webp
Mengniu Dairy,2319.HK,https://companiesmarketcap.com/img/company-logos/64/2319.HK.webp
